OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,Latitude,Longitude,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060501_148201,Sample-Routine,Water,Surface Water,2006-05-01,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490376,,,Enterococcus,,20,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:10.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_155127,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490670,,,Enterococcus,,5,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:20.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_151201,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490649,,,Total Coliform,,185,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:19.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060508_148585,Sample-Routine,Water,Surface Water,2006-05-08,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490591,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:17.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060502_151173,Sample-Routine,Water,Surface Water,2006-05-02,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490413,,,Fecal Coliform,,41,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:11.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060508_148615,Sample-Routine,Water,Surface Water,2006-05-08,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490628,,,Total Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:18.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_157885,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490680,,,Total Coliform,,193,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:20.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060502_158327,Sample-Routine,Water,Surface Water,2006-05-02,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490460,,,Total Coliform,,63,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:13.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_158483,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490716,,,Total Coliform,,86,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:21.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_151223,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490653,,,Enterococcus,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:19.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060504_148505,Sample-Routine,Water,Surface Water,2006-05-04,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490580,,,Total Coliform,,20,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:17.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_158441,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490712,,,Fecal Coliform,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:21.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060508_148623,Sample-Routine,Water,Surface Water,2006-05-08,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490633,,,Fecal Coliform,,20,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:18.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060503_157979,Sample-Routine,Water,Surface Water,2006-05-03,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490562,,,Total Coliform,,884,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:16.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060501_148083,Sample-Routine,Water,Surface Water,2006-05-01,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490347,,,Fecal Coliform,,18,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:09.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_152549,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490667,,,Total Coliform,,55,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:20.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_158521,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490719,,,Total Coliform,,62,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:21.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060501_148173,Sample-Routine,Water,Surface Water,2006-05-01,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490363,,,Total Coliform,,30,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:10.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_158329,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490706,,,Fecal Coliform,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:21.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_151243,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490660,,,Fecal Coliform,,20,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:19.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_151201,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490647,,,Enterococcus,,41,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:19.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060503_148409,Sample-Routine,Water,Surface Water,2006-05-03,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490515,,,Enterococcus,,28,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:15.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060503_151231,Sample-Routine,Water,Surface Water,2006-05-03,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490551,,,Enterococcus,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:16.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060501_148133,Sample-Routine,Water,Surface Water,2006-05-01,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490357,,,Total Coliform,,40,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:10.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060502_158171,Sample-Routine,Water,Surface Water,2006-05-02,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490451,,,Total Coliform,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:13.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060510_151135,Sample-Routine,Water,Surface Water,2006-05-10,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490780,,,Enterococcus,,20,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:23.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_158441,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490711,,,Enterococcus,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:21.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060501_148219,Sample-Routine,Water,Surface Water,2006-05-01,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490385,,,Enterococcus,,24,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:11.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_158019,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490687,,,Enterococcus,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:20.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_151233,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490656,,,Enterococcus,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:19.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060501_148201,Sample-Routine,Water,Surface Water,2006-05-01,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490377,,,Fecal Coliform,,30,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:10.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060510_151145,Sample-Routine,Water,Surface Water,2006-05-10,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490784,,,Fecal Coliform,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:23.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060509_158263,Sample-Routine,Water,Surface Water,2006-05-09,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490700,,,Fecal Coliform,,20,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:21.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060510_147383,Sample-Routine,Water,Surface Water,2006-05-10,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490770,,,Total Coliform,,2,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:23.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060510_147269,Sample-Routine,Water,Surface Water,2006-05-10,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490735,,,Enterococcus,,4,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:22.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060510_151125,Sample-Routine,Water,Surface Water,2006-05-10,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490777,,,Enterococcus,,10,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:23.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060510_147299,Sample-Routine,Water,Surface Water,2006-05-10,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490755,,,Total Coliform,,30,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:22.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060501_148133,Sample-Routine,Water,Surface Water,2006-05-01,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490356,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:10.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060506_152473,Sample-Routine,Water,Surface Water,2006-05-06,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490581,,,Enterococcus,,6,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ENTEROLERT,21CABCH,Enterolert uses to detect Enterococcus,,,,,,,,,,,2008-02-11 15:40:17.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060508_148593,Sample-Routine,Water,Surface Water,2006-05-08,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490603,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_FE,21CABCH,COLILERT_18_FECAL to detect Fecal Coliforms,,,,,,,,,,,2008-02-11 15:40:17.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060503_158551,Sample-Routine,Water,Surface Water,2006-05-03,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490571,,,Total Coliform,,433,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:17.0,STORET
21CABCH,Southern California Coastal Water Research Project (BEACH),21CABCH-631_20060510_151165,Sample-Routine,Water,Surface Water,2006-05-10,,,,,,,0.5,ft,,,,,,EPABEACH,EPABEACH,,21CABCH-631,SWIM AREA/BABY BEACH,,,,,33.4625000000,-117.7043300000,Water,21CABCH,Sampling Protocols for collection water samples,,Miscellaneous (Other),STORET-29490791,,,Total Coliform,,530,MPN,,Final,,Actual,,,,,,,,,,,,,,,,,,,,COLILERT_18_TO,21CABCH,COLILERT_18_TOTAL to detect Total Coliforms,,,,,,,,,,,2008-02-11 15:40:23.0,STORET
